"exportateur","importateur","bloc_exp","bloc_imp","meme_bloc","year.x","id","year.y","importerId","importerType","exporterId","exporterType","value","reportedBy","partial","valueToSplit","newReporters","newPartners","originalReportedTradeFlowIds","status","notes"
"Afghanistan","Albania",1,2,0,2002,NA,NA,"339",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Algeria (Regency of Algiers)",1,2,0,2002,NA,NA,"615",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","American Samoa",1,3,0,2002,NA,NA,"991",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Angola",1,4,0,2002,NA,NA,"540",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Anguilla",1,5,0,2002,NA,NA,"1062",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Antigua and Barbuda (Antigua)",1,5,0,2002,NA,NA,"58",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Argentina (La Plata)",1,5,0,2002,NA,NA,"160",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Armenia",1,6,0,2002,NA,NA,"371",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Aruba",1,5,0,2002,NA,NA,"1069",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Australia",1,3,0,2002,"700->900",2002,"900","GPH","700","GPH",1933.33333333333,"700",NA,NA,NA,NA,NA,"ok",NA
"Afghanistan","Austria",1,7,0,2002,NA,NA,"305",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Azerbaijan",1,1,1,2002,NA,NA,"373",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Bahamas",1,3,0,2002,NA,NA,"31",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Bahrain",1,3,0,2002,NA,NA,"692",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Bangladesh",1,3,0,2002,NA,NA,"771",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Barbados",1,5,0,2002,NA,NA,"53",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Belarus (Byelorussia)",1,1,1,2002,NA,NA,"370",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Belgium",1,8,0,2002,"700->211",2002,"211","GPH","700","GPH",2460834,"700",NA,NA,NA,NA,NA,"ok",NA
"Afghanistan","Belize (British Honduras)",1,5,0,2002,NA,NA,"80",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Benin (Dahomey)",1,3,0,2002,NA,NA,"434",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Bermuda",1,1,1,2002,NA,NA,"30",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Bhutan",1,3,0,2002,NA,NA,"760",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","Bolivia",1,5,0,2002,NA,NA,"145",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
