key,common_empire,year
"750-7570",1,1871
"750-7570",1,1872
"750-7570",1,1873
"750-7570",1,1874
"750-7570",1,1875
"750-7570",1,1876
"750-7570",1,1877
"750-7570",1,1878
"750-7570",1,1879
"750-7570",1,1880
"750-7570",1,1881
"750-7570",1,1882
"750-7570",1,1883
"750-7570",1,1884
"750-7570",1,1885
"750-7570",1,1886
"750-7570",1,1887
"750-7570",1,1888
"750-7570",1,1889
"750-7570",1,1890
"750-7570",1,1891
"750-7570",1,1892
"750-7570",1,1893
"750-7570",1,1894
"750-7570",1,1895
"750-7570",1,1896
"750-7570",1,1897
"750-7570",1,1898
"750-7570",1,1899
"750-7570",1,1900
"750-7570",1,1901
"750-7570",1,1902
"750-7570",1,1903
"750-7570",1,1904
"750-7570",1,1905
"750-7570",1,1906
"750-7570",1,1907
"750-7570",1,1908
"750-7570",1,1909
"750-7570",1,1910
"750-7570",1,1911
"750-7570",1,1912
"750-7570",1,1913
"750-7570",1,1914
"750-7570",1,1915
"750-7570",1,1916
"750-7570",1,1917
"750-7570",1,1918
"750-7570",1,1919
"750-7570",1,1920
"750-7570",1,1921
"750-7570",1,1922
"750-7570",1,1923
"750-7570",1,1924
"750-7570",1,1925
"750-7570",1,1926
"750-7570",1,1927
"750-7570",1,1928
"750-7570",1,1929
"750-7570",1,1930
"750-7570",1,1931
"750-7570",1,1932
"750-7570",1,1933
"750-7570",1,1934
"750-7570",1,1935
"750-7570",1,1936
"750-7570",1,1937
"750-7570",1,1938
"750-7570",1,1939
"750-7570",1,1940
"750-7570",1,1941
"750-7570",1,1942
"750-7570",1,1943
"750-7570",1,1944
"750-7570",1,1945
"750-7570",1,1946
"750-7570",1,1947
"750-7570",1,1948
"750-7573",1,1816
"750-7573",1,1817
"750-7573",1,1818
"750-7573",1,1819
"750-7573",1,1820
"750-7573",1,1821
"750-7573",1,1822
"750-7573",1,1823
"750-7573",1,1824
"750-7573",1,1825
"750-7573",1,1826
"750-7573",1,1827
"750-7573",1,1828
"750-7573",1,1829
"750-7573",1,1830
"750-7573",1,1831
"750-7573",1,1832
"750-7573",1,1833
"750-7573",1,1834
"750-7573",1,1835
"750-7573",1,1836
"750-7573",1,1837
"750-7573",1,1838
"750-7573",1,1839
"750-7573",1,1840
"750-7573",1,1841
"750-7573",1,1842
"750-7573",1,1843
"750-7573",1,1844
"750-7573",1,1845
"750-7573",1,1846
"750-7573",1,1847
"750-7573",1,1848
"750-7573",1,1849
"750-7573",1,1850
"750-7573",1,1851
"750-7573",1,1852
"750-7573",1,1853
"750-7573",1,1854
"750-7573",1,1855
"750-7573",1,1856
"750-7573",1,1857
"750-7573",1,1858
"750-7573",1,1859
"750-7573",1,1860
"750-7573",1,1861
"750-7573",1,1862
"750-7573",1,1863
"750-7573",1,1864
"750-7573",1,1865
"750-7573",1,1866
"750-7573",1,1867
"750-7573",1,1868
"750-7573",1,1869
"750-7573",1,1870
"750-7573",1,1871
"750-7573",1,1872
"750-7573",1,1873
"750-7573",1,1874
"750-7573",1,1875
"750-7573",1,1876
"750-7573",1,1877
"750-7573",1,1878
"750-7573",1,1879
"750-7573",1,1880
"750-7573",1,1881
"750-7573",1,1882
"750-7573",1,1883
"750-7573",1,1884
"750-7573",1,1885
"750-7573",1,1886
"750-7573",1,1887
"750-7573",1,1888
"750-7573",1,1889
"750-7573",1,1890
"750-7573",1,1891
"750-7573",1,1892
"750-7573",1,1893
"750-7573",1,1894
"750-7573",1,1895
"750-7573",1,1896
"750-7573",1,1897
"750-7573",1,1898
"750-7573",1,1899
"750-7573",1,1900
"750-7573",1,1901
"750-7573",1,1902
"750-7573",1,1903
"750-7573",1,1904
"750-7573",1,1905
"750-7573",1,1906
"750-7573",1,1907
"750-7573",1,1908
"750-7573",1,1909
"750-7573",1,1910
"750-7573",1,1911
"750-7573",1,1912
"750-7573",1,1913
"750-7573",1,1914
"750-7573",1,1915
"750-7573",1,1916
"750-7573",1,1917
"750-7573",1,1918
"750-7573",1,1919
"750-7573",1,1920
"750-7573",1,1921
"750-7573",1,1922
"750-7573",1,1923
"750-7573",1,1924
"750-7573",1,1925
"750-7573",1,1926
"750-7573",1,1927
"750-7573",1,1928
"750-7573",1,1929
"750-7573",1,1930
"750-7573",1,1931
"750-7573",1,1932
"750-7573",1,1933
"750-7573",1,1934
"750-7573",1,1935
"750-7573",1,1936
"750-7573",1,1937
"750-7573",1,1938
"750-7573",1,1939
"750-7573",1,1940
"750-7573",1,1941
"750-7573",1,1942
"750-7573",1,1943
"750-7573",1,1944
"750-7573",1,1945
"750-7573",1,1946
"750-7573",1,1947
"750-7574",1,1816
"750-7574",1,1817
"750-7574",1,1818
"750-7574",1,1819
"750-7574",1,1820
"750-7574",1,1821
"750-7574",1,1822
"750-7574",1,1823
"750-7574",1,1824
"750-7574",1,1825
"750-7574",1,1826
"750-7574",1,1827
"750-7574",1,1828
"750-7574",1,1829
"750-7574",1,1830
"750-7574",1,1831
"750-7574",1,1832
"750-7574",1,1833
"750-7574",1,1834
"750-7574",1,1835
"750-7574",1,1836
"750-7574",1,1837
"750-7574",1,1838
"750-7574",1,1839
"750-7574",1,1840
"750-7574",1,1841
"750-7574",1,1842
"750-7574",1,1843
"750-7574",1,1844
"750-7574",1,1845
"750-7574",1,1846
"750-7574",1,1847
"750-7574",1,1848
"750-7574",1,1849
"750-7574",1,1850
"750-7574",1,1851
"750-7574",1,1852
"750-7574",1,1853
"750-7574",1,1854
"750-7574",1,1855
"750-7574",1,1856
"750-7574",1,1857
"750-7574",1,1858
"750-7574",1,1859
"750-7574",1,1860
"750-7574",1,1861
"750-7574",1,1862
"750-7574",1,1863
"750-7574",1,1864
"750-7574",1,1865
"750-7574",1,1866
"750-7574",1,1867
"750-7574",1,1868
"750-7574",1,1869
"750-7574",1,1870
"750-7574",1,1871
"750-7574",1,1872
"750-7574",1,1873
"750-7574",1,1874
"750-7574",1,1875
"750-7574",1,1876
"750-7574",1,1877
"750-7574",1,1878
"750-7574",1,1879
"750-7574",1,1880
"750-7574",1,1881
"750-7574",1,1882
"750-7574",1,1883
"750-7574",1,1884
"750-7574",1,1885
"750-7574",1,1886
"750-7574",1,1887
"750-7574",1,1888
"750-7574",1,1889
"750-7574",1,1890
"750-7574",1,1891
"750-7574",1,1892
"750-7574",1,1893
"750-7574",1,1894
"750-7574",1,1895
"750-7574",1,1896
"750-7574",1,1897
"750-7574",1,1898
"750-7574",1,1899
"750-7574",1,1900
"750-7574",1,1901
"750-7574",1,1902
"750-7574",1,1903
"750-7574",1,1904
"750-7574",1,1905
"750-7574",1,1906
"750-7574",1,1907
"750-7574",1,1908
"750-7574",1,1909
"750-7574",1,1910
"750-7574",1,1911
"750-7574",1,1912
"750-7574",1,1913
"750-7574",1,1914
"750-7574",1,1915
"750-7574",1,1916
"750-7574",1,1917
"750-7574",1,1918
"750-7574",1,1919
"750-7574",1,1920
"750-7574",1,1921
"750-7574",1,1922
"750-7574",1,1923
"750-7574",1,1924
"750-7574",1,1925
"750-7574",1,1926
"750-7574",1,1927
"750-7574",1,1928
"750-7574",1,1929
"750-7574",1,1930
"750-7574",1,1931
"750-7574",1,1932
"750-7574",1,1933
"750-7574",1,1934
"750-7574",1,1935
"750-7574",1,1936
"750-7574",1,1937
"750-7574",1,1938
"750-7574",1,1939
"750-7574",1,1940
"750-7574",1,1941
"750-7574",1,1942
"750-7574",1,1943
"750-7574",1,1944
"750-7574",1,1945
"750-7574",1,1946
"750-7574",1,1947
"750-7575",1,1816
"750-7575",1,1817
"750-7575",1,1818
"750-7575",1,1819
"750-7575",1,1820
"750-7575",1,1821
"750-7575",1,1822
"750-7575",1,1823
"750-7575",1,1824
"750-7575",1,1825
"750-7575",1,1826
"750-7575",1,1827
"750-7575",1,1828
"750-7575",1,1829
"750-7575",1,1830
"750-7575",1,1831
"750-7575",1,1832
"750-7575",1,1833
"750-7575",1,1834
"750-7577",1,1817
"750-7577",1,1818
"750-7577",1,1819
"750-7577",1,1820
"750-7577",1,1821
"750-7577",1,1822
"750-7577",1,1823
"750-7577",1,1824
"750-7577",1,1825
"750-7577",1,1826
"750-7577",1,1827
"750-7577",1,1828
"750-7577",1,1829
"750-7577",1,1830
"750-7577",1,1831
"750-7577",1,1832
"750-7577",1,1833
"750-7577",1,1834
"750-7577",1,1835
"750-7577",1,1836
"750-7577",1,1837
"750-7577",1,1838
"750-7577",1,1839
"750-7577",1,1840
"750-7577",1,1841
"750-7577",1,1842
"750-7577",1,1843
"750-7577",1,1844
"750-7577",1,1845
"750-7577",1,1846
"750-7577",1,1847
"750-7577",1,1848
"750-7577",1,1849
"750-7577",1,1850
"750-7577",1,1851
"750-7577",1,1852
"750-7577",1,1853
"750-7577",1,1854
"750-7577",1,1855
"750-7577",1,1856
"750-7577",1,1857
"750-7577",1,1858
"750-7577",1,1859
"750-7577",1,1860
"750-7577",1,1861
"750-7577",1,1862
"750-7577",1,1863
"750-7577",1,1864
"750-7577",1,1865
"750-7577",1,1866
"750-7577",1,1867
"750-7577",1,1868
"750-7577",1,1869
"750-7577",1,1870
"750-7577",1,1871
"750-7577",1,1872
"750-7577",1,1873
"750-7577",1,1874
"750-7577",1,1875
"750-7577",1,1876
"750-7577",1,1877
"750-7577",1,1878
"750-7577",1,1879
"750-7577",1,1880
"750-7577",1,1881
"750-7577",1,1882
"750-7577",1,1883
"750-7577",1,1884
"750-7577",1,1885
"750-7577",1,1886
"750-7577",1,1887
"750-7577",1,1888
"750-7577",1,1889
"750-7577",1,1890
"750-7577",1,1891
"750-7577",1,1892
"750-7577",1,1893
"750-7577",1,1894
"750-7577",1,1895
"750-7577",1,1896
"750-7577",1,1897
"750-7577",1,1898
"750-7577",1,1899
"750-7577",1,1900
"750-7577",1,1901
"750-7577",1,1902
"750-7577",1,1903
"750-7577",1,1904
"750-7577",1,1905
"750-7577",1,1906
"750-7577",1,1907
"750-7577",1,1908
"750-7577",1,1909
"750-7577",1,1910
"750-7577",1,1911
"750-7577",1,1912
"750-7577",1,1913
"750-7577",1,1914
"750-7577",1,1915
"750-7577",1,1916
"750-7577",1,1917
"750-7577",1,1918
"750-7577",1,1919
"750-7577",1,1920
"750-7577",1,1921
"750-7577",1,1922
"750-7577",1,1923
"750-7577",1,1924
"750-7577",1,1925
"750-7577",1,1926
"750-7577",1,1927
"750-7577",1,1928
"750-7577",1,1929
"750-7577",1,1930
"750-7577",1,1931
"750-7577",1,1932
"750-7577",1,1933
"750-7577",1,1934
"750-7577",1,1935
"750-7577",1,1936
"750-7577",1,1937
"750-7577",1,1938
"750-7577",1,1939
"750-7577",1,1940
"750-7577",1,1941
"750-7577",1,1942
"750-7577",1,1943
"750-7577",1,1944
"750-7577",1,1945
"750-7577",1,1946
"750-7577",1,1947
"750-7579",1,1816
"750-7579",1,1817
"750-7579",1,1818
"750-7579",1,1819
"750-7579",1,1820
"750-7579",1,1821
"750-7579",1,1822
"750-7579",1,1823
"750-7579",1,1824
"750-7579",1,1825
"750-7579",1,1826
"750-7579",1,1827
"750-7579",1,1828
"750-7579",1,1829
"750-7579",1,1830
"750-7579",1,1831
"750-7579",1,1832
"750-7579",1,1833
"750-7579",1,1834
"750-7579",1,1835
"750-7579",1,1836
"750-7579",1,1837
"750-7579",1,1838
"750-7579",1,1839
"750-7579",1,1840
"750-7579",1,1841
"750-7579",1,1842
"750-7579",1,1843
"750-7579",1,1844
"750-7579",1,1845
"750-7579",1,1846
"750-7579",1,1847
"750-7579",1,1848
"750-7579",1,1849
"750-7579",1,1850
"750-7579",1,1851
"750-7579",1,1852
"750-7579",1,1853
"750-7579",1,1854
"750-7579",1,1855
"750-7579",1,1856
"750-7579",1,1857
"750-7579",1,1858
"750-7579",1,1859
"750-7579",1,1860
"750-7579",1,1861
"750-7579",1,1862
"750-7579",1,1863
"750-7579",1,1864
"750-7579",1,1865
"750-7579",1,1866
"750-7579",1,1867
"750-7579",1,1868
"750-7579",1,1869
"750-7579",1,1870
"750-7579",1,1871
"750-7579",1,1872
"750-7579",1,1873
"750-7579",1,1874
"750-7579",1,1875
"750-7579",1,1876
"750-7579",1,1877
"750-7579",1,1878
"750-7579",1,1879
"750-7579",1,1880
"750-7579",1,1881
"750-7579",1,1882
"750-7579",1,1883
"750-7579",1,1884
"750-7579",1,1885
"750-7579",1,1886
"750-7579",1,1887
"750-7579",1,1888
"750-7579",1,1889
"750-7579",1,1890
"750-7579",1,1891
"750-7579",1,1892
"750-7579",1,1893
"750-7579",1,1894
"750-7579",1,1895
"750-7579",1,1896
"750-7579",1,1897
"750-7579",1,1898
"750-7579",1,1899
"750-7579",1,1900
"750-7579",1,1901
"750-7579",1,1902
"750-7579",1,1903
"750-7579",1,1904
"750-7579",1,1905
"750-7579",1,1906
"750-7579",1,1907
"750-7579",1,1908
"750-7579",1,1909
"750-7579",1,1910
"750-7579",1,1911
"750-7579",1,1912
"750-7579",1,1913
"750-7579",1,1914
"750-7579",1,1915
"750-7579",1,1916
"750-7579",1,1917
"750-7579",1,1918
"750-7579",1,1919
"750-7579",1,1920
"750-7579",1,1921
"750-7579",1,1922
"750-7579",1,1923
"750-7579",1,1924
"750-7579",1,1925
"750-7579",1,1926
"750-7579",1,1927
"750-7579",1,1928
"750-7579",1,1929
"750-7579",1,1930
"750-7579",1,1931
"750-7579",1,1932
"750-7579",1,1933
"750-7579",1,1934
"750-7579",1,1935
"750-7579",1,1936
"750-7579",1,1937
"750-7579",1,1938
"750-7579",1,1939
"750-7579",1,1940
"750-7579",1,1941
"750-7579",1,1942
"750-7579",1,1943
"750-7579",1,1944
"750-7579",1,1945
"750-7579",1,1946
"750-7579",1,1947
"750-7579",1,1948
"750-7581",1,1816
"750-7581",1,1817
"750-7581",1,1818
"750-7581",1,1819
"750-7581",1,1820
"750-7581",1,1821
"750-7581",1,1822
"750-7581",1,1823
"750-7581",1,1824
"750-7581",1,1825
"750-7581",1,1826
"750-7581",1,1827
"750-7581",1,1828
"750-7581",1,1829
"750-7581",1,1830
"750-7581",1,1831
"750-7581",1,1832
"750-7581",1,1833
"750-7581",1,1834
"750-7581",1,1835
"750-7581",1,1836
"750-7581",1,1837
"750-7581",1,1838
"750-7581",1,1839
"750-7581",1,1840
"750-7581",1,1841
"750-7581",1,1842
"750-7581",1,1843
"750-7581",1,1844
"750-7581",1,1845
"750-7581",1,1846
"750-7581",1,1847
"750-7581",1,1848
"750-7581",1,1849
"750-7581",1,1850
"750-7581",1,1851
"750-7581",1,1852
"750-7581",1,1853
"750-7582",1,1816
"750-7582",1,1817
"750-7582",1,1818
"750-7582",1,1819
"750-7582",1,1820
"750-7582",1,1821
"750-7582",1,1822
"750-7582",1,1823
"750-7582",1,1824
"750-7582",1,1825
"750-7582",1,1826
"750-7582",1,1827
"750-7582",1,1828
"750-7582",1,1829
"750-7582",1,1830
"750-7582",1,1831
"750-7582",1,1832
"750-7582",1,1833
"750-7582",1,1834
"750-7582",1,1835
"750-7582",1,1836
"750-7582",1,1837
"750-7582",1,1838
"750-7582",1,1839
"750-7582",1,1840
"750-7582",1,1841
"750-7582",1,1842
"750-7582",1,1843
"750-7582",1,1844
"750-7582",1,1845
"750-7582",1,1846
"750-7582",1,1847
"750-7582",1,1848
"750-7582",1,1849
"750-7582",1,1850
"750-7582",1,1851
"750-7582",1,1852
"750-7582",1,1853
"750-7582",1,1854
"750-7582",1,1855
"750-7582",1,1856
"750-7582",1,1857
"750-7582",1,1858
"750-7582",1,1859
"750-7582",1,1860
"750-7582",1,1861
"750-7582",1,1862
"750-7582",1,1863
"750-7582",1,1864
"750-7582",1,1865
"750-7582",1,1866
"750-7582",1,1867
"750-7582",1,1868
"750-7582",1,1869
"750-7582",1,1870
"750-7582",1,1871
"750-7582",1,1872
"750-7582",1,1873
"750-7582",1,1874
"750-7582",1,1875
"750-7582",1,1876
"750-7582",1,1877
"750-7582",1,1878
"750-7582",1,1879
"750-7582",1,1880
"750-7582",1,1881
"750-7582",1,1882
"750-7582",1,1883
"750-7582",1,1884
"750-7582",1,1885
"750-7582",1,1886
"750-7582",1,1887
"750-7582",1,1888
"750-7582",1,1889
"750-7582",1,1890
"750-7582",1,1891
"750-7582",1,1892
"750-7582",1,1893
"750-7582",1,1894
"750-7582",1,1895
"750-7582",1,1896
"750-7582",1,1897
"750-7582",1,1898
"750-7582",1,1899
"750-7582",1,1900
"750-7582",1,1901
"750-7582",1,1902
"750-7582",1,1903
"750-7582",1,1904
"750-7582",1,1905
"750-7582",1,1906
"750-7582",1,1907
"750-7582",1,1908
"750-7582",1,1909
"750-7582",1,1910
"750-7582",1,1911
"750-7582",1,1912
"750-7582",1,1913
"750-7582",1,1914
"750-7582",1,1915
"750-7582",1,1916
"750-7582",1,1917
"750-7582",1,1918
"750-7582",1,1919
"750-7582",1,1920
"750-7582",1,1921
"750-7582",1,1922
"750-7582",1,1923
"750-7582",1,1924
"750-7582",1,1925
"750-7582",1,1926
"750-7582",1,1927
"750-7582",1,1928
"750-7582",1,1929
"750-7582",1,1930
"750-7582",1,1931
"750-7582",1,1932
"750-7582",1,1933
"750-7582",1,1934
"750-7582",1,1935
"750-7582",1,1936
"750-7582",1,1937
"750-7582",1,1938
"750-7582",1,1939
"750-7582",1,1940
"750-7582",1,1941
"750-7582",1,1942
"750-7582",1,1943
"750-7582",1,1944
"750-7582",1,1945
"750-7582",1,1946
"750-7582",1,1947
"750-7584",1,1818
"750-7584",1,1819
"750-7584",1,1820
"750-7584",1,1821
"750-7584",1,1822
"750-7584",1,1823
"750-7584",1,1824
"750-7584",1,1825
"750-7584",1,1826
"750-7584",1,1827
"750-7584",1,1828
"750-7584",1,1829
"750-7584",1,1830
"750-7584",1,1831
"750-7584",1,1832
"750-7584",1,1833
"750-7584",1,1834
"750-7584",1,1835
"750-7584",1,1836
"750-7584",1,1837
"750-7584",1,1838
"750-7584",1,1839
"750-7584",1,1840
"750-7584",1,1841
"750-7584",1,1842
"750-7584",1,1843
"750-7584",1,1844
"750-7584",1,1845
"750-7584",1,1846
"750-7584",1,1847
"750-7584",1,1848
"750-7584",1,1849
"750-7584",1,1850
"750-7584",1,1851
"750-7584",1,1852
"750-7584",1,1853
"750-7584",1,1854
"750-7585",1,1818
"750-7585",1,1819
"750-7585",1,1820
"750-7585",1,1821
"750-7585",1,1822
"750-7585",1,1823
"750-7585",1,1824
"750-7585",1,1825
"750-7585",1,1826
"750-7585",1,1827
"750-7585",1,1828
"750-7585",1,1829
"750-7585",1,1830
"750-7585",1,1831
"750-7585",1,1832
"750-7585",1,1833
"750-7585",1,1834
"750-7585",1,1835
"750-7585",1,1836
"750-7585",1,1837
"750-7585",1,1838
"750-7585",1,1839
"750-7585",1,1840
"750-7585",1,1841
"750-7585",1,1842
"750-7585",1,1843
"750-7585",1,1844
"750-7585",1,1845
"750-7585",1,1846
"750-7585",1,1847
"750-7585",1,1848
"750-7585",1,1849
"750-7585",1,1850
"750-7585",1,1851
"750-7585",1,1852
"750-7585",1,1853
"750-7585",1,1854
"750-7586",1,1816
"750-7586",1,1817
"750-7586",1,1818
"750-7586",1,1819
"750-7586",1,1820
"750-7586",1,1821
"750-7586",1,1822
"750-7586",1,1823
"750-7586",1,1824
"750-7586",1,1825
"750-7586",1,1826
"750-7586",1,1827
"750-7586",1,1828
"750-7586",1,1829
"750-7586",1,1830
"750-7586",1,1831
"750-7586",1,1832
"750-7586",1,1833
"750-7586",1,1834
"750-7586",1,1835
"750-7586",1,1836
"750-7586",1,1837
"750-7586",1,1838
"750-7586",1,1839
"750-7586",1,1840
"750-7586",1,1841
"750-7586",1,1842
"750-7586",1,1843
"750-7586",1,1844
"750-7586",1,1845
"750-7586",1,1846
"750-7586",1,1847
"750-7586",1,1848
"750-7586",1,1849
"750-7586",1,1850
"750-7586",1,1851
"750-7586",1,1852
"750-7586",1,1853
"750-7586",1,1854
"750-7586",1,1855
"750-7586",1,1856
"750-7587",1,1824
"750-7587",1,1825
"750-7587",1,1826
"750-7587",1,1827
"750-7587",1,1828
"750-7587",1,1829
"750-7587",1,1830
"750-7587",1,1831
"750-7587",1,1832
"750-7587",1,1833
"750-7587",1,1834
"750-7587",1,1835
"750-7587",1,1836
"750-7587",1,1837
"750-7587",1,1838
"750-7587",1,1839
"750-7587",1,1840
"750-7587",1,1841
"750-7587",1,1842
"750-7587",1,1843
"750-7587",1,1844
"750-7587",1,1845
"750-7587",1,1846
"750-7587",1,1847
"750-7587",1,1848
"750-7587",1,1849
"750-7587",1,1850
"750-7587",1,1851
"750-7587",1,1852
"750-7587",1,1853
"750-7587",1,1854
"750-7587",1,1855
"750-7587",1,1856
"750-7587",1,1857
"750-7587",1,1858
"750-7587",1,1859
"750-7587",1,1860
"750-7587",1,1861
"750-7587",1,1862
"750-7587",1,1863
"750-7587",1,1864
"750-7587",1,1865
"750-7587",1,1866
"750-7587",1,1867
"750-7587",1,1868
"750-7587",1,1869
"750-7587",1,1870
"750-7587",1,1871
"750-7587",1,1872
"750-7587",1,1873
"750-7587",1,1874
"750-7587",1,1875
"750-7587",1,1876
"750-7587",1,1877
"750-7587",1,1878
"750-7587",1,1879
"750-7587",1,1880
"750-7587",1,1881
"750-7587",1,1882
"750-7587",1,1883
"750-7587",1,1884
"750-7587",1,1885
"750-7587",1,1886
"750-7587",1,1887
"750-7587",1,1888
"750-7587",1,1889
"750-7587",1,1890
"750-7587",1,1891
"750-7587",1,1892
"750-7587",1,1893
"750-7587",1,1894
"750-7587",1,1895
"750-7587",1,1896
"750-7587",1,1897
"750-7587",1,1898
"750-7587",1,1899
"750-7587",1,1900
"750-7587",1,1901
"750-7587",1,1902
"750-7587",1,1903
"750-7587",1,1904
"750-7587",1,1905
"750-7587",1,1906
"750-7587",1,1907
"750-7587",1,1908
"750-7587",1,1909
"750-7587",1,1910
"750-7587",1,1911
"750-7587",1,1912
"750-7587",1,1913
"750-7587",1,1914
"750-7587",1,1915
"750-7587",1,1916
"750-7587",1,1917
"750-7587",1,1918
"750-7587",1,1919
"750-7587",1,1920
"750-7587",1,1921
"750-7587",1,1922
"750-7587",1,1923
"750-7587",1,1924
"750-7587",1,1925
"750-7587",1,1926
"750-7587",1,1927
"750-7587",1,1928
"750-7587",1,1929
"750-7587",1,1930
"750-7587",1,1931
"750-7587",1,1932
"750-7587",1,1933
"750-7587",1,1934
"750-7587",1,1935
"750-7587",1,1936
"750-7587",1,1937
"750-7587",1,1938
"750-7587",1,1939
"750-7587",1,1940
"750-7587",1,1941
"750-7587",1,1942
"750-7587",1,1943
"750-7587",1,1944
"750-7587",1,1945
"750-7587",1,1946
"750-7587",1,1947
"750-7588",1,1839
"750-7588",1,1840
"750-7588",1,1841
"750-7588",1,1842
"750-7588",1,1843
"750-7588",1,1844
"750-7588",1,1845
"750-7588",1,1846
"750-7588",1,1847
"750-7588",1,1848
"750-7588",1,1849
"750-7588",1,1850
"750-7588",1,1851
"750-7588",1,1852
"750-7588",1,1853
"750-7588",1,1854
"750-7588",1,1855
"750-7588",1,1856
"750-7588",1,1857
"750-7588",1,1858
"750-7588",1,1859
"750-7588",1,1860
"750-7588",1,1861
"750-7588",1,1862
"750-7588",1,1863
"750-7588",1,1864
"750-7588",1,1865
"750-7588",1,1866
"750-7588",1,1867
"750-7588",1,1868
"750-7588",1,1869
"750-7588",1,1870
"750-7588",1,1871
"750-7588",1,1872
"750-7588",1,1873
"750-7588",1,1874
"750-7588",1,1875
"750-7588",1,1876
"750-7588",1,1877
"750-7588",1,1878
"750-7588",1,1879
"750-7588",1,1880
"750-7588",1,1881
"750-7588",1,1882
"750-7588",1,1883
"750-7588",1,1884
"750-7588",1,1885
"750-7588",1,1886
"750-7588",1,1887
"750-7588",1,1888
"750-7588",1,1889
"750-7588",1,1890
"750-7588",1,1891
"750-7588",1,1892
"750-7588",1,1893
"750-7588",1,1894
"750-7588",1,1895
"750-7588",1,1896
"750-7588",1,1897
"750-7588",1,1898
"750-7588",1,1899
"750-7588",1,1900
"750-7588",1,1901
"750-7588",1,1902
"750-7588",1,1903
"750-7588",1,1904
"750-7588",1,1905
"750-7588",1,1906
"750-7588",1,1907
"750-7588",1,1908
"750-7588",1,1909
"750-7588",1,1910
"750-7588",1,1911
"750-7588",1,1912
"750-7588",1,1913
"750-7588",1,1914
"750-7588",1,1915
"750-7588",1,1916
"750-7588",1,1917
"750-7588",1,1918
"750-7588",1,1919
"750-7588",1,1920
"750-7588",1,1921
"750-7588",1,1922
"750-7588",1,1923
"750-7588",1,1924
"750-7588",1,1925
"750-7588",1,1926
"750-7588",1,1927
"750-7588",1,1928
"750-7588",1,1929
"750-7588",1,1930
"750-7588",1,1931
"750-7588",1,1932
"750-7588",1,1933
"750-7588",1,1934
"750-7588",1,1935
"750-7588",1,1936
"750-7588",1,1937
"750-7588",1,1938
"750-7588",1,1939
"750-7588",1,1940
"750-7588",1,1941
"750-7588",1,1942
"750-7588",1,1943
"750-7588",1,1944
"750-7588",1,1945
"750-7588",1,1946
"750-7588",1,1947
"750-760",1,1949
"750-760",1,1950
"750-760",1,1951
"750-760",1,1952
"750-760",1,1953
"750-760",1,1954
"750-760",1,1955
"750-760",1,1956
"750-760",1,1957
"750-760",1,1958
"750-760",1,1959
"750-760",1,1960
"750-760",1,1961
"750-760",1,1962
"750-760",1,1963
"750-760",1,1964
"750-760",1,1965
"750-760",1,1966
"750-760",1,1967
"750-760",1,1968
"750-760",1,1969
"750-760",1,1970
"750-760",1,1971
"750-761",1,1949
"750-761",1,1950
"750-761",1,1951
"750-761",1,1952
"750-761",1,1953
"750-761",1,1954
"750-761",1,1955
"750-761",1,1956
"750-761",1,1957
"750-761",1,1958
"750-761",1,1959
"750-761",1,1960
"750-761",1,1961
"750-761",1,1962
"750-761",1,1963
"750-761",1,1964
"750-761",1,1965
"750-761",1,1966
"750-761",1,1967
"750-761",1,1968
"750-761",1,1969
"750-761",1,1970
"750-761",1,1971
"750-761",1,1972
"750-761",1,1973
"750-761",1,1974
"750-761",1,1975
"750-7694",1,1833
"750-7694",1,1834
"750-7694",1,1835
"750-7694",1,1836
"750-7694",1,1837
"750-7694",1,1838
"750-7694",1,1839
"750-7694",1,1840
"750-7694",1,1841
"750-7694",1,1842
"750-7694",1,1843
"750-7694",1,1844
"750-7694",1,1845
"750-7694",1,1846
"750-7694",1,1847
"750-7694",1,1848
"750-7694",1,1849
"750-7694",1,1850
"750-7694",1,1851
"750-7694",1,1852
"750-7694",1,1853
"750-7694",1,1854
"750-7694",1,1855
"750-7694",1,1856
"750-7694",1,1857
"750-7694",1,1858
"750-7694",1,1859
"750-7694",1,1860
"750-7694",1,1861
"750-7694",1,1862
"750-7694",1,1863
"750-7694",1,1864
"750-7694",1,1865
"750-7694",1,1866
"750-7694",1,1867
"750-7694",1,1868
"750-7694",1,1869
"750-7694",1,1870
"750-7694",1,1871
