id,year,importerId,importerLabel,importerType,exporterId,exporterLabel,exporterType,value,reportedBy,partial,valueToSplit,newReporters,newPartners,originalReportedTradeFlowIds,status,notes
220->615,1840,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,878692.6961154626,220,,,,,,ok,
220<-615,1840,220,France,GPH-AUTONOMOUS-CITED,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,71567.7309053318,220,,,,,,ok,
220->200,1840,200,United Kingdom,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,4210568.168263688,220,,,,,,ok,
220<-200,1840,220,France,GPH-AUTONOMOUS-CITED,200,United Kingdom,GPH-AUTONOMOUS-CITED,2942228.937219196,220,,,,,,ok,
220->255,1840,255,Germany (Zollverein),GPH,220,France,GPH-AUTONOMOUS-CITED,1936304.7194942548,220,,1212998.3161564937,,241|242|243|245|247|254|258|259|261|262|264|266|267|268|269|270|271|272|273|275|277,,split_only_partial,
220<-255,1840,220,France,GPH-AUTONOMOUS-CITED,255,Germany (Zollverein),GPH,1908472.8241421813,220,,1566297.1410257802,,241|242|243|245|247|254|258|259|261|262|264|266|267|268|269|270|271|272|273|275|277,,split_only_partial,
220->300,1840,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,155063.41696155223,220,,,,,,ok,
220<-300,1840,220,France,GPH-AUTONOMOUS-CITED,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,866764.7409645739,220,,,,,,ok,
220->211,1840,211,Belgium,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,1793169.2576835912,220,,,,,,ok,
220<-211,1840,220,France,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,3033676.593376009,220,,,,,,ok,
220->145,1840,145,Bolivia,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,3975.985050296211,220,,,,,,ok,
220<-145,1840,220,France,GPH-AUTONOMOUS-CITED,145,Bolivia,GPH-AUTONOMOUS-CITED,3975.985050296211,220,,,,,,ok,
220->140,1840,140,Brazil,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,640133.59309769,220,,,,,,ok,
220<-140,1840,220,France,GPH-AUTONOMOUS-CITED,140,Brazil,GPH-AUTONOMOUS-CITED,234583.11796747646,220,,,,,,ok,
220->Cayenne,1840,Cayenne,Cayenne,RIC,220,France,GPH-AUTONOMOUS-CITED,103375.61130770149,220,,,,,,ignore_resolved,
220<-Cayenne,1840,220,France,GPH-AUTONOMOUS-CITED,Cayenne,Cayenne,RIC,83495.68605622042,220,,,,,,ignore_resolved,
220->155,1840,155,Chile,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,516878.0565385074,220,,,,,,ok,
220<-155,1840,220,France,GPH-AUTONOMOUS-CITED,155,Chile,GPH-AUTONOMOUS-CITED,166991.37211244085,220,,,,,,ok,
220->Africa (other) & Western Africa,1840,Africa (other) & Western Africa,Africa (other) & Western Africa,RIC,220,France,GPH-AUTONOMOUS-CITED,19879.925251481054,220,,19879.925251481054,,402|403|411|413|432|450|451|481|483|500|511|516|517|520|530|540|541|562|570|572|580|698|4041|4042|4044|4050|4060|4070|4111|4112|4325|4326|4327|4328|4331|4332|4333|4334|4335|4336|4337|4341|4343|4348|4349|4352|4354|4361|4362|4381|4382|4383|4391|4392|4394|4395|4396|4397|4501|4515|4521|4527|4529|4534|4535|4711|4737|4741|4742|4744|4746|4751|4763|4769|4773|4776|4781|4791|4792|4793|4795|4821|4822|4831|4832|4841|4842|4902|4904|4908|4910|5001|5002|5003|5013|5018|5102|5104|5203|5212|5221|5303|5306|5307|5309|5321|5322|5323|5324|5332|5403|5511|5512|5513|5516|5517|5522|5606|5611|5614|5621|5642|5796|5801|5803|5811|5812|5813|5814|5901|5902|5903|6151|6251|6255,,split_failed_no_ratio,
220<-Africa (other) & Western Africa,1840,220,France,GPH-AUTONOMOUS-CITED,Africa (other) & Western Africa,Africa (other) & Western Africa,RIC,19879.925251481054,220,,19879.925251481054,,402|403|411|413|432|450|451|481|483|500|511|516|517|520|530|540|541|562|570|572|580|698|4041|4042|4044|4050|4060|4070|4111|4112|4325|4326|4327|4328|4331|4332|4333|4334|4335|4336|4337|4341|4343|4348|4349|4352|4354|4361|4362|4381|4382|4383|4391|4392|4394|4395|4396|4397|4501|4515|4521|4527|4529|4534|4535|4711|4737|4741|4742|4744|4746|4751|4763|4769|4773|4776|4781|4791|4792|4793|4795|4821|4822|4831|4832|4841|4842|4902|4904|4908|4910|5001|5002|5003|5013|5018|5102|5104|5203|5212|5221|5303|5306|5307|5309|5321|5322|5323|5324|5332|5403|5511|5512|5513|5516|5517|5522|5606|5611|5614|5621|5642|5796|5801|5803|5811|5812|5813|5814|5901|5902|5903|6151|6251|6255,,split_failed_no_ratio,
220->390,1840,390,Denmark,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,79519.70100592422,220,,,,,,ok,
220<-390,1840,220,France,GPH-AUTONOMOUS-CITED,390,Denmark,GPH-AUTONOMOUS-CITED,174943.3422130333,220,,,,,,ok,
220->329,1840,329,Two Sicilies,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,250487.0581686613,220,,,,,,ok,
220<-329,1840,220,France,GPH-AUTONOMOUS-CITED,329,Two Sicilies,GPH-AUTONOMOUS-CITED,620253.6678462089,220,,,,,,ok,
220->651,1840,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,55663.79070414695,220,,,,,,ok,
220<-651,1840,220,France,GPH-AUTONOMOUS-CITED,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,99399.62625740527,220,,,,,,ok,
220->230,1840,230,Spain,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,3164884.100035784,220,,,,,,ok,
220<-230,1840,220,France,GPH-AUTONOMOUS-CITED,230,Spain,GPH-AUTONOMOUS-CITED,1355810.902151008,220,,,,,,ok,
220->Barbary Coast,1840,Barbary Coast,Barbary Coast,RIC,220,France,GPH-AUTONOMOUS-CITED,99399.62625740527,220,,99399.62625740527,,600|616|6062|6064,,split_failed_no_ratio,
220<-Barbary Coast,1840,220,France,GPH-AUTONOMOUS-CITED,Barbary Coast,Barbary Coast,RIC,238559.10301777266,220,,238559.10301777266,,600|616|6062|6064,,split_failed_no_ratio,
220->Lucca & Monaco & Papal States,1840,Lucca & Monaco & Papal States,Lucca & Monaco & Papal States,RIC,220,France,GPH-AUTONOMOUS-CITED,75543.71595562801,220,,75543.71595562801,,221|327|335,,split_failed_no_ratio,
220<-Lucca & Monaco & Papal States,1840,220,France,GPH-AUTONOMOUS-CITED,Lucca & Monaco & Papal States,Lucca & Monaco & Papal States,RIC,67591.74585503558,220,,67591.74585503558,,221|327|335,,split_failed_no_ratio,
220->324,1840,324,Kingdom of Sardinia,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,1463162.4985090056,220,,,,,,ok,
220<-324,1840,220,France,GPH-AUTONOMOUS-CITED,324,Kingdom of Sardinia,GPH-AUTONOMOUS-CITED,2898493.101665938,220,,,,,,ok,
220->2,1840,2,United States of America,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,3212595.9206393384,220,,,,,,ok,
220<-2,1840,220,France,GPH-AUTONOMOUS-CITED,2,United States of America,GPH-AUTONOMOUS-CITED,4691662.359349529,220,,,,,,ok,
220->350,1840,350,Greece,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,83495.68605622042,220,,,,,,ok,
220<-350,1840,220,France,GPH-AUTONOMOUS-CITED,350,Greece,GPH-AUTONOMOUS-CITED,7951.970100592422,220,,,,,,ok,
220->65,1840,65,Guadeloupe,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,652061.5482485786,220,,,,,,ok,
220<-65,1840,220,France,GPH-AUTONOMOUS-CITED,65,Guadeloupe,GPH-AUTONOMOUS-CITED,827004.8904616119,220,,,,,,ok,
220<-Ecuador & Guatemala,1840,220,France,GPH-AUTONOMOUS-CITED,Ecuador & Guatemala,Ecuador & Guatemala,RIC,31807.880402369687,220,,,,,,ignore_resolved,
220->Ecuador & Guatemala,1840,Ecuador & Guatemala,Ecuador & Guatemala,RIC,220,France,GPH-AUTONOMOUS-CITED,15903.940201184843,220,,,,,,ignore_resolved,
220->41,1840,41,Haiti,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,258439.0282692537,220,,,,,,ok,
220<-41,1840,220,France,GPH-AUTONOMOUS-CITED,41,Haiti,GPH-AUTONOMOUS-CITED,186871.2973639219,220,,,,,,ok,
220->585,1840,585,Reunion (Bourbon I.),GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,397598.50502962107,220,,,,,,ok,
220<-585,1840,220,France,GPH-AUTONOMOUS-CITED,585,Reunion (Bourbon I.),GPH-AUTONOMOUS-CITED,663989.5033994672,220,,,,,,ok,
220->Cape Colony (Cape of Good Hope) & Mauritius,1840,Cape Colony (Cape of Good Hope) & Mauritius,Cape Colony (Cape of Good Hope) & Mauritius,RIC,220,France,GPH-AUTONOMOUS-CITED,202775.23756510677,220,,202775.23756510677,,561|590,,ignore_resolved,
220<-Cape Colony (Cape of Good Hope) & Mauritius,1840,220,France,GPH-AUTONOMOUS-CITED,Cape Colony (Cape of Good Hope) & Mauritius,Cape Colony (Cape of Good Hope) & Mauritius,RIC,7951.970100592422,220,,7951.970100592422,,561|590,,ignore_resolved,
220->750,1840,750,India,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,151087.43191125602,220,,,,,,ok,
220<-750,1840,220,France,GPH-AUTONOMOUS-CITED,750,India,GPH-AUTONOMOUS-CITED,878692.6961154626,220,,,,,,ok,
220->850,1840,850,Indonesia (Dutch East Indies),GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,19879.925251481054,220,,,,,,ok,
220<-850,1840,220,France,GPH-AUTONOMOUS-CITED,850,Indonesia (Dutch East Indies),GPH-AUTONOMOUS-CITED,166991.37211244085,220,,,,,,ok,
220->66,1840,66,Martinique,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,830980.8755119081,220,,,,,,ok,
220<-66,1840,220,France,GPH-AUTONOMOUS-CITED,66,Martinique,GPH-AUTONOMOUS-CITED,592421.7724941354,220,,,,,,ok,
220->280,1840,280,Mecklenburg Schwerin,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,15903.940201184843,220,,,,,,ok,
220<-280,1840,220,France,GPH-AUTONOMOUS-CITED,280,Mecklenburg Schwerin,GPH-AUTONOMOUS-CITED,63615.76080473937,220,,,,,,ok,
220->385,1840,385,Norway,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,63615.76080473937,220,,,,,,ok,
220<-385,1840,220,France,GPH-AUTONOMOUS-CITED,385,Norway,GPH-AUTONOMOUS-CITED,493022.14623673016,220,,,,,,ok,
220->Colombia (New Granada) (Gran Colombia) (other),1840,Colombia (New Granada) (Gran Colombia) (other),Colombia (New Granada) (Gran Colombia) (other),RIC,220,France,GPH-AUTONOMOUS-CITED,11927.955150888632,220,,,,,,ignore_resolved,
220<-Colombia (New Granada) (Gran Colombia) (other),1840,220,France,GPH-AUTONOMOUS-CITED,Colombia (New Granada) (Gran Colombia) (other),Colombia (New Granada) (Gran Colombia) (other),RIC,11927.955150888632,220,,,,,,ignore_resolved,
