id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
220->615,1838,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,,,,220,France,GPH-AUTONOMOUS-CITED,,,,708187.4336074281,220,,,,,,ok,
220<-615,1838,220,France,GPH-AUTONOMOUS-CITED,,,,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,,,,43278.120942676156,220,,,,,,ok,
220->200,1838,200,United Kingdom,GPH-AUTONOMOUS-CITED,,,,220,France,GPH-AUTONOMOUS-CITED,,,,3426840.3037337214,220,,,,,,ok,
220<-200,1838,220,France,GPH-AUTONOMOUS-CITED,,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,,,,2533737.2624621317,220,,,,,,ok,
220->255,1838,255,Germany (Zollverein),GPH,,,,220,France,GPH-AUTONOMOUS-CITED,,,,1857024.8259039226,220,,1163333.4176196267,,241|242|243|245|247|254|258|259|261|262|264|266|267|268|269|270|271|272|273|275|277,,split_only_partial,
220<-255,1838,220,France,GPH-AUTONOMOUS-CITED,,,,255,Germany (Zollverein),GPH,,,,1860959.2005350748,220,,1527302.3741765134,,241|242|243|245|247|254|258|259|261|262|264|266|267|268|269|270|271|272|273|275|277,,split_only_partial,
220->300,1838,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,,,,220,France,GPH-AUTONOMOUS-CITED,,,,165243.73450839988,220,,,,,,ok,
220<-300,1838,220,France,GPH-AUTONOMOUS-CITED,,,,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,,,,173112.48377070462,220,,,,,,ok,
220->211,1838,211,Belgium,GPH-AUTONOMOUS-CITED,,,,220,France,GPH-AUTONOMOUS-CITED,,,,1770468.5840185701,220,,,,,,ok,
220<-211,1838,220,France,GPH-AUTONOMOUS-CITED,,,,211,Belgium,GPH-AUTONOMOUS-CITED,,,,3037337.2152496357,220,,,,,,ok,
